filename,extension,owner,permissions,size,created,modified,has_sensitive_keyword,label
/home/system/cybersecurity.pdf,.pdf,Operations,Restricted,2307,2023-09-20,2023-09-25,True,1
/home/downloads/contract_doc.pptx,.pptx,IT,Confidential,435,2023-05-20,2023-05-24,True,0
/home/data/confidential_doc.docx,.docx,HR,Restricted,461,2022-11-19,2022-11-25,True,1
/etc/configs/investment.txt,.txt,Marketing,Internal,386,2023-06-04,2023-06-11,True,1
/srv/logs/project_details.csv,.csv,Marketing,Internal,134,2024-04-26,2024-04-29,True,1
/var/local/id_card.docx,.docx,Operations,Confidential,227,2022-08-14,2022-08-20,True,1
/mnt/projects/festival_info.pptx,.pptx,Operations,Internal,866,2022-06-23,2022-09-13,False,0
/var/spool/financial_report.pdf,.pdf,Finance,Public,1856,2022-09-06,2022-09-08,True,1
/srv/temp/residence_permit.pptx,.pptx,IT,Public,1080,2023-11-16,2023-11-16,True,1
/srv/backup/conference_paper.csv,.csv,IT,Confidential,1543,2022-10-17,2023-03-26,False,0
/srv/shared/old_study_guide.txt,.txt,Finance,Internal,331,2022-05-24,2022-11-18,False,0
/mnt/files/revenue_report_details.txt,.txt,HR,Public,31,2020-09-07,2021-05-08,False,0
/var/local/insurance.csv,.csv,Marketing,Internal,217,2021-01-17,2021-01-24,True,0
/etc/configs/lawsuit.xlsx,.xlsx,Operations,Restricted,1024,2020-06-09,2020-06-09,True,1
/tmp/storage/concert_tickets_data.docx,.docx,IT,Confidential,280,2022-09-20,2023-07-27,False,0
/var/local/checklist_data.xlsx,.xlsx,HR,Confidential,193,2022-02-09,2022-04-26,False,0
/tmp/files/securities.xlsx,.xlsx,Operations,Restricted,5618,2023-01-26,2023-01-31,True,1
/home/common/mortgage.docx,.docx,Marketing,Internal,518,2023-06-10,2023-06-10,True,1
/mnt/archive/research_paper.docx,.docx,IT,Restricted,500,2020-11-16,2021-03-29,False,0
/tmp/files/supplier_contract.txt,.txt,IT,Public,115,2023-02-03,2023-02-10,True,0
/var/logs/conference_paper.csv,.csv,IT,Internal,286,2021-02-17,2021-12-28,False,0
/var/tmp_storage/copy_patch_notes.pdf,.pdf,Marketing,Confidential,366,2024-09-09,2024-09-12,False,0
C:\Users\Documents\expense.pptx,.pptx,IT,Restricted,186,2020-05-14,2020-05-17,True,0
C:\Users\Administrator\brochure.pptx,.pptx,HR,Internal,646,2021-12-15,2022-07-13,False,0
/home/media/nda_doc.docx,.docx,Finance,Restricted,1737,2023-05-23,2023-05-24,True,1
/etc/configs/visa_guide_record.docx,.docx,IT,Restricted,237,2024-09-06,2025-07-21,False,0
/home/downloads/article_overview.pdf,.pdf,Marketing,Restricted,690,2021-05-24,2021-10-16,False,0
/var/lib/investmentPortfolio.pdf,.pdf,Finance,Confidential,952,2023-01-12,2023-01-13,True,1
/home/user/Documents/backup_technical_doc.pdf,.pdf,Finance,Confidential,2216,2022-08-10,2023-03-10,False,0
C:\Users\Default\insurance.txt,.txt,Finance,Internal,899,2020-04-05,2020-04-05,True,1
/home/local/national_id.pdf,.pdf,Finance,Confidential,105,2024-04-25,2024-04-28,True,1
C:\Users\Documents\movie_list.xlsx,.xlsx,HR,Public,106,2022-12-16,2023-10-14,False,0
/mnt/devices/syllabus.pdf,.pdf,Finance,Public,302,2024-06-05,2024-08-05,False,0
/mnt/files/poster.pdf,.pdf,Operations,Confidential,127,2021-07-05,2021-09-03,False,0
/mnt/backup/lab_report.xlsx,.xlsx,Finance,Confidential,191,2025-01-17,2025-01-20,True,1
/var/logs/review.pdf,.pdf,Finance,Internal,46,2023-09-29,2024-08-01,False,0
/etc/configs/invoice.pdf,.pdf,IT,Restricted,46,2021-02-04,2021-02-04,True,1
/home/system/radiology.pdf,.pdf,Finance,Public,778,2021-03-30,2021-04-02,True,1
/home/backup/roadmap.pptx,.pptx,Marketing,Confidential,1589,2023-08-18,2023-08-23,True,1
/home/system/financials.pdf,.pdf,Operations,Confidential,261,2024-03-21,2024-03-24,True,0
/srv/records/questionnaire.pptx,.pptx,HR,Confidential,301,2023-07-29,2024-07-23,False,0
/srv/shared/xray.txt,.txt,IT,Confidential,93,2022-04-14,2022-04-19,True,0
/var/spool/report_overview.pdf,.pdf,IT,Restricted,2213,2024-11-04,2025-07-14,False,0
C:\Users\Documents\trade_analysis.docx,.docx,Operations,Internal,186,2025-01-09,2025-06-15,False,0
C:\Users\Default\backup_technical_doc.pdf,.pdf,Operations,Public,261,2025-03-04,2025-05-31,False,0
C:\Users\Desktop\medicalRecord.pptx,.pptx,Operations,Public,2752,2022-06-06,2022-06-11,True,0
/tmp/storage/hospital_bill.docx,.docx,Operations,Public,117,2024-04-27,2024-04-27,True,1
/mnt/storage/expense_sheet.pdf,.pdf,HR,Confidential,35,2023-05-12,2024-02-16,False,0
/mnt/data/legal.xlsx,.xlsx,HR,Internal,334,2022-10-05,2022-10-11,True,1
/tmp/files/contract.docx,.docx,Operations,Confidential,240,2020-06-17,2020-06-19,True,1
/srv/temp/business_roadmap.txt,.txt,IT,Confidential,353,2021-08-22,2021-12-23,False,0
/var/lib/expense_summary.csv,.csv,IT,Restricted,2191,2021-04-29,2022-01-19,False,0
/home/common/operation_manual.pdf,.pdf,Operations,Confidential,820,2024-02-13,2024-05-17,False,0
/home/downloads/api_documentation.pptx,.pptx,HR,Internal,984,2020-08-31,2021-06-01,False,0
/tmp/storage/national_insurance.txt,.txt,HR,Confidential,355,2020-10-04,2020-10-11,True,1
/srv/docs/draft_budget_plan.csv,.csv,HR,Restricted,4530,2022-07-23,2023-04-26,False,0
C:\Windows\System32\old_release_notes.txt,.txt,Finance,Internal,1242,2020-08-30,2021-04-06,False,0
/var/backups/song_lyrics.pptx,.pptx,Finance,Restricted,1149,2022-05-11,2022-06-16,False,0
/mnt/projects/residence_permit.xlsx,.xlsx,HR,Internal,1131,2021-03-23,2021-03-28,True,1
/tmp/storage/v2_blog.docx,.docx,Finance,Internal,1882,2021-02-02,2021-09-03,False,0
C:\Program Files\national_insurance.xlsx,.xlsx,Finance,Internal,540,2020-12-12,2020-12-13,True,1
/srv/system/updated_case_study.txt,.txt,IT,Internal,97,2024-02-28,2024-07-16,False,0
/srv/system/covid.xlsx,.xlsx,Finance,Restricted,767,2020-04-03,2020-04-09,True,1
/mnt/mounts/social_security.docx,.docx,HR,Internal,217,2025-03-03,2025-03-08,True,1
C:\Users\Public\fitness_plan.csv,.csv,Marketing,Internal,41,2023-06-11,2024-06-06,False,0
C:\Windows\System32\loan_document.pptx,.pptx,Finance,Public,90,2020-09-24,2020-09-30,True,1
/var/local/v2_troubleshooting_guide.txt,.txt,HR,Internal,207,2020-10-09,2020-12-18,False,0
C:\Temp\road_trip.txt,.txt,Finance,Internal,599,2023-04-25,2023-07-27,False,0
/mnt/files/restaurant_review.pdf,.pdf,IT,Confidential,4974,2025-01-19,2025-10-30,False,0
/home/shared/lab_report.csv,.csv,HR,Internal,64,2020-07-19,2020-07-26,True,1
/mnt/dev/open_data.xlsx,.xlsx,Operations,Confidential,339,2024-09-27,2025-04-26,False,0
C:\Users\Guest\faq.pdf,.pdf,Operations,Internal,170,2022-05-29,2023-02-22,False,0
/home/backup/emr.xlsx,.xlsx,IT,Confidential,70,2022-08-01,2022-08-02,True,0
C:\Temp\legal_notice_details.xlsx,.xlsx,Marketing,Restricted,152,2022-08-21,2023-07-16,False,0
/home/local/flight_details.pptx,.pptx,Marketing,Public,186,2021-01-19,2021-09-06,False,0
/srv/records/journal_entry.txt,.txt,IT,Restricted,61,2022-07-23,2022-12-19,False,0
C:\Users\sample_transparency_report.pdf,.pdf,HR,Restricted,561,2024-11-27,2025-09-11,False,0
/var/backups/meeting_notes_file.pptx,.pptx,HR,Internal,27,2023-02-14,2023-07-05,False,0
/srv/backup/draft_budget_plan.pptx,.pptx,HR,Internal,522,2024-03-23,2024-12-26,False,0
C:\Users\Desktop\reference.pdf,.pdf,Finance,Confidential,22,2024-02-16,2024-12-26,False,0
C:\Program Files\aadhaar_card.csv,.csv,Finance,Public,1363,2020-05-26,2020-06-01,True,1
/home/system/financial_forecast.pptx,.pptx,Marketing,Public,46,2024-02-17,2024-02-23,True,1
C:\Windows\System32\memo.pptx,.pptx,Marketing,Confidential,590,2021-05-21,2022-01-07,False,0
/mnt/archive/radiology.pptx,.pptx,Operations,Public,28,2022-09-29,2022-10-02,True,0
/srv/shared/mental_health.xlsx,.xlsx,Marketing,Public,642,2020-07-15,2020-07-20,True,1
/mnt/projects/updated_policy_brief.xlsx,.xlsx,HR,Confidential,389,2023-08-15,2023-10-29,False,0
C:\Users\Default\task_list_file.pptx,.pptx,IT,Internal,503,2022-12-08,2023-01-04,False,0
/mnt/storage/expense_sheet.pdf,.pdf,HR,Confidential,602,2023-11-27,2023-12-25,False,0
/srv/records/arbitration.pdf,.pdf,Marketing,Restricted,849,2022-04-29,2022-04-30,True,1
/var/lib/financial_statement.docx,.docx,Operations,Restricted,463,2020-04-07,2020-04-12,True,1
/srv/shared/loan_document.pptx,.pptx,IT,Confidential,920,2021-04-03,2021-04-03,True,0
/home/backup/pet_care.docx,.docx,Operations,Internal,945,2022-04-17,2022-10-11,False,0
/home/shared/legal.csv,.csv,Marketing,Public,919,2020-08-13,2020-08-13,True,1
/tmp/files/draft_budget_plan.docx,.docx,IT,Confidential,456,2023-09-11,2024-02-11,False,0
/etc/logs/backup_technical_doc.docx,.docx,IT,Restricted,82,2022-11-12,2022-12-28,False,0
/home/docs/sales_forecast.pptx,.pptx,Marketing,Internal,283,2023-10-07,2024-04-13,False,0
/srv/storage/budget_plan_info.docx,.docx,Operations,Confidential,570,2020-05-08,2020-05-30,False,0
C:\Windows\System32\social_security.txt,.txt,Marketing,Confidential,258,2025-01-31,2025-02-06,True,1
/mnt/devices/aadhar_card.docx,.docx,Finance,Internal,1034,2023-03-15,2023-03-21,True,1
/var/tmp/design_mockup.txt,.txt,Marketing,Public,172,2023-07-10,2023-11-24,False,0
C:\Users\Default\script.csv,.csv,IT,Restricted,282,2023-01-31,2023-08-15,False,0
/etc/logs/emr.pptx,.pptx,Operations,Restricted,571,2020-11-06,2020-11-09,True,0
/mnt/archive/organization.docx,.docx,Finance,Restricted,1673,2022-04-22,2022-04-28,True,1
/home/backup/meditation_notes_file.xlsx,.xlsx,IT,Internal,242,2023-04-27,2024-03-25,False,0
/tmp/storage/partnership_agreement_file.csv,.csv,Operations,Confidential,1184,2022-03-17,2022-07-28,False,0
/home/data/financials.xlsx,.xlsx,Operations,Restricted,204,2023-01-25,2023-01-26,True,1
/srv/users/policy.xlsx,.xlsx,Finance,Public,291,2021-11-19,2021-11-26,True,1
/srv/backup/travel_blog_notes.xlsx,.xlsx,Finance,Restricted,59,2023-08-18,2024-04-05,False,0
/home/local/marketing_plan.xlsx,.xlsx,IT,Public,1419,2021-12-14,2022-04-17,False,0
/mnt/files/loanAgreement.pdf,.pdf,HR,Confidential,772,2020-10-17,2020-10-21,True,1
/mnt/devices/budget.docx,.docx,HR,Restricted,305,2020-08-11,2020-08-16,True,1
/mnt/archive/song_lyrics.docx,.docx,IT,Internal,69,2022-05-27,2022-10-07,False,0
C:\Users\Default\wireframe.txt,.txt,IT,Confidential,497,2022-05-09,2022-09-16,False,0
/home/local/contractAgreement.xlsx,.xlsx,Marketing,Restricted,518,2021-12-25,2021-12-30,True,1
/srv/backup/development_notes.pptx,.pptx,Operations,Public,264,2022-05-21,2022-11-06,False,0
/srv/temp/bucket_list.txt,.txt,IT,Public,62,2021-03-31,2021-06-16,False,0
/srv/logs/home_maintenance.pptx,.pptx,IT,Confidential,1157,2020-04-18,2020-07-04,False,0
/mnt/secure/novel_outline.docx,.docx,Marketing,Restricted,1388,2022-05-01,2022-07-31,False,0
C:\Users\Public\product_catalog.txt,.txt,HR,Public,1427,2024-03-08,2024-07-02,False,0
C:\Users\Documents\ehr.pptx,.pptx,Operations,Internal,364,2025-01-17,2025-01-18,True,1
/mnt/storage/driving_license.xlsx,.xlsx,Finance,Confidential,3184,2021-08-17,2021-08-21,True,1
C:\Windows\Temp\sample_worksheet.csv,.csv,Finance,Restricted,5595,2024-04-11,2024-07-31,False,0
/home/local/self_improvement.csv,.csv,Finance,Public,467,2021-10-03,2021-11-27,False,0
/home/shared/draft_budget_plan.pdf,.pdf,Finance,Internal,2328,2023-08-03,2024-06-09,False,0
/home/common/scan.docx,.docx,Operations,Confidential,54,2021-11-09,2021-11-16,True,1
/var/run/game_rules_file.xlsx,.xlsx,Finance,Public,476,2023-11-05,2023-12-27,False,0
/home/system/garden_tips.pdf,.pdf,Marketing,Confidential,282,2024-04-27,2024-12-11,False,0
/mnt/archive/compliance.csv,.csv,IT,Restricted,2800,2024-01-16,2024-01-17,True,1
/var/tmp/profit_loss.csv,.csv,Marketing,Public,177,2025-02-06,2025-02-08,True,1
/var/tmpdata/circular.pptx,.pptx,Marketing,Internal,632,2024-12-07,2025-07-24,False,0
/mnt/dev/policy_doc.pptx,.pptx,HR,Restricted,361,2022-04-18,2022-04-23,True,1
C:\Users\balance_sheet.csv,.csv,IT,Public,354,2024-04-03,2024-04-03,True,0
/var/spool/financial_planner.pdf,.pdf,Marketing,Internal,543,2021-06-06,2021-11-09,False,0
/srv/configs/terms_conditions.txt,.txt,Finance,Public,1401,2024-10-31,2024-11-06,True,1
/srv/shared/national_id.txt,.txt,HR,Confidential,115,2024-04-12,2024-04-15,True,1
/srv/storage/aadhar_card.csv,.csv,IT,Public,611,2022-11-19,2022-11-22,True,0
C:\Users\Public\photo_collection.pdf,.pdf,HR,Internal,59,2022-12-29,2023-09-01,False,0
/srv/records/memo.docx,.docx,HR,Internal,568,2022-04-18,2023-02-10,False,0
C:\Temp\insurance.xlsx,.xlsx,IT,Internal,1583,2024-03-30,2024-04-04,True,1
/home/shared/visa_guide_log.pptx,.pptx,HR,Public,127,2024-02-26,2024-08-20,False,0
/mnt/dev/technical_doc_report.pptx,.pptx,IT,Restricted,40,2021-02-09,2021-12-04,False,0
C:\Users\Administrator\cheque.csv,.csv,HR,Restricted,945,2020-05-27,2020-05-27,True,1
/home/common/revision_notes.csv,.csv,Operations,Confidential,1241,2022-08-11,2023-05-05,False,0
/var/logs/journal_entry_details.txt,.txt,IT,Internal,188,2022-04-25,2022-06-09,False,0
/mnt/files/sample_questions.docx,.docx,Marketing,Restricted,212,2023-03-14,2023-10-13,False,0
C:\Users\Default\self_improvement_notes.xlsx,.xlsx,Finance,Public,60,2025-03-04,2026-02-08,False,0
/mnt/projects/press_release.xlsx,.xlsx,Operations,Internal,65,2020-06-09,2020-08-01,False,0
C:\Windows\Temp\homework.pptx,.pptx,Finance,Confidential,1961,2022-02-05,2022-02-23,False,0
/mnt/dev/financials.docx,.docx,Operations,Public,123,2025-01-16,2025-01-23,True,1
/var/backups/patent.pdf,.pdf,HR,Public,3588,2020-04-28,2020-04-30,True,1
/srv/configs/pan_card.pptx,.pptx,Operations,Internal,97,2023-02-05,2023-02-09,True,0
/var/local/salary.csv,.csv,IT,Confidential,479,2023-03-17,2023-03-18,True,1
/mnt/projects/employee_data.csv,.csv,HR,Confidential,1825,2024-08-29,2024-09-04,True,1
/home/media/case_study_details.csv,.csv,IT,Confidential,1926,2021-02-13,2021-03-03,False,0
/home/local/aadhaarcard.pdf,.pdf,Marketing,Internal,449,2023-04-25,2023-05-02,True,1
/var/logs/marketing_plan_record.docx,.docx,HR,Public,3373,2023-07-10,2024-06-30,False,0
/mnt/secure/script_record.xlsx,.xlsx,Marketing,Internal,155,2023-07-27,2024-01-06,False,0
/home/backup/pricing.docx,.docx,Operations,Restricted,2130,2022-06-29,2022-07-05,True,1
/mnt/mounts/business_strategy.docx,.docx,HR,Internal,189,2022-07-31,2022-08-04,True,1
/mnt/data/project_plan.txt,.txt,Operations,Restricted,172,2022-05-21,2022-10-02,False,1
C:\Windows\System32\presentation.xlsx,.xlsx,Marketing,Internal,139,2020-09-23,2020-09-28,True,1
/srv/users/emr.xlsx,.xlsx,HR,Restricted,1742,2023-03-12,2023-03-12,True,1
/srv/configs/budget_plan_info.xlsx,.xlsx,HR,Restricted,406,2023-08-28,2024-01-28,False,0
/home/shared/task_manager.txt,.txt,HR,Restricted,985,2024-10-19,2025-01-15,False,0
/mnt/dev/non_disclosure.docx,.docx,IT,Public,850,2023-02-28,2023-03-06,True,1
/home/docs/faq.csv,.csv,Finance,Internal,154,2021-03-08,2021-04-20,False,0
/var/lib/business_strategy.docx,.docx,IT,Confidential,1704,2023-08-15,2023-08-21,True,1
/etc/configs/schedule.csv,.csv,IT,Confidential,265,2022-05-21,2023-04-28,False,0
/mnt/mounts/dl.txt,.txt,Marketing,Internal,127,2020-03-14,2020-03-15,True,1
/tmp/files/insurance.csv,.csv,IT,Internal,7610,2022-07-29,2022-08-02,True,1
/home/backup/public_notice_log.xlsx,.xlsx,Finance,Restricted,202,2022-10-13,2023-01-02,False,0
C:\Users\Guest\minutes.pptx,.pptx,HR,Restricted,674,2022-01-11,2022-11-28,False,1
/home/media/checklist.pptx,.pptx,HR,Public,1005,2020-05-04,2020-05-20,False,0
/home/downloads/presentation.pdf,.pdf,HR,Confidential,3083,2023-08-01,2023-08-04,True,1
/srv/records/patient.xlsx,.xlsx,HR,Public,2582,2020-12-18,2020-12-20,True,0
/var/spool/pan.docx,.docx,HR,Restricted,340,2021-02-08,2021-02-09,True,1
/home/local/handbook.docx,.docx,IT,Restricted,172,2023-04-10,2023-05-30,False,0
C:\Users\Public\old_release_notes.xlsx,.xlsx,Operations,Public,1715,2023-05-25,2024-01-31,False,0
/mnt/data/financial_forecast.docx,.docx,IT,Restricted,183,2021-01-22,2021-01-22,True,1
/var/db/design_mockup.csv,.csv,IT,Public,170,2020-11-11,2020-12-10,False,0
C:\Windows\System32\surgery.xlsx,.xlsx,Marketing,Confidential,456,2024-04-28,2024-04-30,True,0
/srv/logs/hr_policy.xlsx,.xlsx,HR,Public,214,2024-03-30,2024-04-03,True,1
/var/spool/motivational_quotes_record.pdf,.pdf,Operations,Public,200,2024-09-03,2025-05-24,False,0
/mnt/projects/report_overview.xlsx,.xlsx,Marketing,Internal,147,2022-04-09,2022-08-04,False,0
C:\Users\Desktop\debit.pptx,.pptx,Operations,Internal,1102,2020-06-09,2020-06-13,True,0
/mnt/mounts/status_update.pdf,.pdf,Marketing,Public,166,2024-10-26,2025-08-11,False,0
/mnt/backup/research_paper_log.csv,.csv,HR,Restricted,365,2022-01-22,2022-07-17,False,0
C:\Windows\Temp\conference_agenda.pptx,.pptx,Operations,Internal,556,2020-07-11,2020-12-10,False,0
/mnt/storage/copy_meeting_agenda.csv,.csv,Operations,Internal,739,2020-09-27,2020-12-12,False,0
C:\Users\prescription.txt,.txt,Operations,Public,192,2020-05-20,2020-05-26,True,0
C:\Users\Administrator\storyboard_overview.docx,.docx,Operations,Public,1577,2022-02-13,2022-11-30,False,0
/var/tmp_storage/clinical.pdf,.pdf,IT,Restricted,398,2021-01-18,2021-01-21,True,1
/mnt/backup/aadhaar.xlsx,.xlsx,HR,Public,1206,2020-08-02,2020-08-08,True,1
/var/tmpdata/legal_doc.txt,.txt,Operations,Internal,741,2024-04-13,2024-04-15,True,0
C:\Users\Guest\scan.docx,.docx,Operations,Internal,1394,2021-07-19,2021-07-25,True,1
/srv/docs/journal_entry_details.csv,.csv,Marketing,Restricted,46,2024-04-03,2024-07-10,False,0
C:\Program Files\pharmacy.csv,.csv,HR,Restricted,600,2023-12-22,2023-12-27,True,1
C:\Users\Desktop\gst.pptx,.pptx,Finance,Restricted,213,2024-07-28,2024-07-31,True,0
C:\Windows\Temp\prescription.csv,.csv,Marketing,Internal,263,2024-03-28,2024-03-28,True,1
/mnt/projects/prototype.pdf,.pdf,Marketing,Restricted,741,2020-11-07,2021-04-19,False,0
/srv/shared/testimony.docx,.docx,HR,Restricted,155,2022-10-19,2022-10-20,True,1
/srv/logs/tax_return.xlsx,.xlsx,Finance,Restricted,7488,2023-11-18,2023-11-18,True,1
/home/data/flyer.docx,.docx,Finance,Restricted,275,2021-02-15,2021-11-09,False,0
/home/system/budget.xlsx,.xlsx,IT,Internal,285,2023-01-14,2023-01-15,True,0
/srv/records/study_guide.csv,.csv,Finance,Public,580,2020-12-14,2021-10-05,False,0
/srv/shared/blog.txt,.txt,Operations,Confidential,492,2020-09-15,2020-10-18,False,0
/srv/backup/branding_guide.pptx,.pptx,IT,Public,310,2022-06-08,2022-06-18,False,0
/srv/temp/board_meeting.docx,.docx,Marketing,Restricted,1912,2020-06-30,2020-07-03,True,1
/srv/backup/info_handbook.pptx,.pptx,HR,Public,3961,2021-05-16,2022-01-27,False,0
/home/backup/contract.xlsx,.xlsx,HR,Restricted,495,2022-12-04,2022-12-09,True,1
/etc/logs/dl.txt,.txt,IT,Internal,14950,2024-05-24,2024-05-31,True,1
/var/logs/daily_log_entry.csv,.csv,Finance,Internal,96,2020-08-09,2021-03-18,False,0
/var/backups/patch_notes_doc.csv,.csv,HR,Restricted,143,2024-05-09,2024-09-20,False,0
C:\Users\Desktop\tax.xlsx,.xlsx,Finance,Public,130,2020-04-02,2020-04-08,True,1
/var/lib/release_notes.txt,.txt,IT,Confidential,595,2021-01-18,2021-06-27,False,0
/srv/backup/budget_tracker_file.xlsx,.xlsx,Finance,Confidential,284,2023-04-19,2023-07-09,False,0
/var/tmpdata/copy_meeting_agenda.xlsx,.xlsx,Finance,Restricted,688,2021-07-26,2022-05-22,False,0
/mnt/devices/contract.pdf,.pdf,IT,Confidential,200,2021-04-21,2021-04-23,True,1
C:\Windows\System32\emr.docx,.docx,HR,Public,3389,2022-10-28,2022-10-29,True,1
/srv/records/balanceSheet.csv,.csv,Operations,Restricted,384,2020-09-26,2020-09-26,True,0
/mnt/mounts/final_journal_entry.pptx,.pptx,Marketing,Internal,512,2020-08-06,2020-11-11,False,0
/var/lib/cybersecurity.xlsx,.xlsx,IT,Confidential,1324,2022-12-14,2022-12-14,True,1
/home/system/photo_collection.xlsx,.xlsx,Operations,Public,562,2024-11-16,2025-11-11,False,1
C:\Temp\student_handbook.pptx,.pptx,Marketing,Public,235,2023-12-31,2024-12-12,False,0
/home/media/kyc.pdf,.pdf,HR,Public,2139,2021-11-12,2021-11-18,True,1
/var/local/sin.csv,.csv,Operations,Confidential,1733,2023-03-04,2023-03-11,True,1
/home/backup/testimony.txt,.txt,Operations,Public,673,2021-08-18,2021-08-21,True,0
/srv/logs/national_id.csv,.csv,Operations,Confidential,1314,2021-07-10,2021-07-14,True,1
/home/local/debit.pdf,.pdf,Operations,Confidential,325,2024-10-23,2024-10-24,True,1
/home/system/balanceSheet.docx,.docx,HR,Confidential,335,2022-07-11,2022-07-17,True,1
/mnt/data/storyboard.xlsx,.xlsx,Marketing,Public,1614,2020-09-09,2021-04-11,False,0
C:\Users\Guest\faq.csv,.csv,Operations,Internal,215,2023-12-03,2024-03-29,False,0
/var/spool/travel_blog.csv,.csv,HR,Restricted,1567,2024-08-06,2024-08-25,False,0
/home/shared/prescription.pdf,.pdf,IT,Restricted,354,2024-01-09,2024-01-11,True,1
/var/tmp_storage/time_tracker.xlsx,.xlsx,Marketing,Public,380,2024-09-05,2025-08-11,False,0
/srv/temp/home_maintenance.xlsx,.xlsx,Finance,Internal,278,2024-05-28,2025-01-31,False,0
/mnt/secure/supplier_contract.pdf,.pdf,Marketing,Public,965,2020-10-16,2020-10-23,True,1
/etc/configs/report.docx,.docx,Marketing,Internal,159,2022-08-14,2023-06-01,False,0
/etc/logs/aadhaar_card.csv,.csv,IT,Internal,180,2023-04-07,2023-04-12,True,0
C:\Users\Guest\confidential.txt,.txt,IT,Internal,110,2020-11-10,2020-11-10,True,0
/mnt/logs/aadharcard.docx,.docx,Operations,Restricted,626,2021-08-11,2021-08-18,True,1
/var/run/illustration.pptx,.pptx,HR,Confidential,3858,2020-06-13,2020-08-18,False,0
/etc/logs/legal_doc.pptx,.pptx,HR,Restricted,83,2023-01-24,2023-01-30,True,1
C:\Program Files\board_meeting.xlsx,.xlsx,IT,Internal,95,2024-08-22,2024-08-25,True,0
C:\Users\Guest\financial_forecast.xlsx,.xlsx,Marketing,Public,375,2022-09-27,2022-10-03,True,1
/srv/shared/tax.pptx,.pptx,Operations,Confidential,490,2020-12-13,2020-12-20,True,1
/home/downloads/credit.csv,.csv,Finance,Public,1737,2024-07-12,2024-07-16,True,1
/etc/configs/blog.docx,.docx,Operations,Internal,248,2024-04-07,2024-08-03,False,0
/srv/backup/bank.txt,.txt,Operations,Restricted,44,2022-10-31,2022-11-03,True,0
/mnt/devices/daily_log.pdf,.pdf,Operations,Internal,72,2022-05-13,2022-08-16,False,0
/srv/users/calendar.csv,.csv,Finance,Restricted,121,2024-06-25,2024-11-18,False,0
/home/media/national_id.pptx,.pptx,HR,Restricted,27,2023-09-16,2023-09-22,True,1
C:\Users\Documents\scan.pdf,.pdf,Marketing,Internal,5593,2023-06-17,2023-06-18,True,1
/home/shared/project_details.pptx,.pptx,Operations,Confidential,108,2022-01-24,2022-01-31,True,0
/srv/logs/industry_insights_record.docx,.docx,Operations,Public,1261,2023-09-21,2023-10-19,False,0
C:\Users\Desktop\doctor.pptx,.pptx,Marketing,Restricted,825,2022-08-21,2022-08-23,True,0
/var/run/shareholders.xlsx,.xlsx,Operations,Public,292,2024-07-20,2024-07-22,True,0
/srv/backup/corporate_law.xlsx,.xlsx,IT,Restricted,5894,2024-06-08,2024-06-10,True,1
/var/spool/project_plan.csv,.csv,IT,Public,75,2023-05-08,2023-12-12,False,0
/mnt/secure/balance_sheet.txt,.txt,IT,Restricted,67,2021-09-28,2021-09-28,True,1
/etc/logs/trip_plan.pptx,.pptx,Marketing,Restricted,316,2020-10-25,2021-03-22,False,0
/srv/system/panCard.pdf,.pdf,IT,Confidential,283,2023-04-27,2023-05-02,True,1
/srv/temp/feature_list.xlsx,.xlsx,Finance,Confidential,306,2021-04-08,2021-08-04,False,0
/var/db/architecture_diagram_details.csv,.csv,IT,Confidential,4442,2021-10-16,2022-04-15,False,0
/mnt/files/fanfiction.pdf,.pdf,HR,Restricted,38,2020-06-26,2021-05-02,False,0
/var/tmpdata/financials.docx,.docx,Marketing,Public,243,2022-06-27,2022-07-01,True,1
C:\Users\Guest\budget_plan.pdf,.pdf,Finance,Restricted,1801,2023-09-26,2024-05-28,False,0
/srv/docs/blood_test.txt,.txt,IT,Internal,247,2023-12-03,2023-12-06,True,1
C:\Windows\System32\loan_document.txt,.txt,HR,Restricted,1585,2023-05-07,2023-05-08,True,1
/srv/system/product_specs.txt,.txt,HR,Restricted,1374,2023-06-06,2023-06-27,False,0
/mnt/logs/calendar.docx,.docx,Operations,Confidential,326,2022-06-08,2023-04-04,False,0
C:\Users\Default\packing_list.docx,.docx,IT,Confidential,35,2021-04-16,2021-10-04,False,0
/mnt/devices/bank.pdf,.pdf,Operations,Public,311,2024-08-04,2024-08-08,True,1
/etc/configs/nda_doc.csv,.csv,IT,Confidential,1061,2024-12-24,2024-12-24,True,1
/home/local/investmentPortfolio.pdf,.pdf,Finance,Public,359,2023-07-01,2023-07-04,True,1
C:\Users\task_list.xlsx,.xlsx,Marketing,Public,340,2020-11-26,2021-09-28,False,0
/var/db/prototype.xlsx,.xlsx,Finance,Confidential,138,2024-03-19,2024-11-19,False,0
/tmp/storage/covid.pptx,.pptx,Operations,Confidential,468,2020-11-29,2020-12-04,True,1
/srv/configs/festival_info_record.docx,.docx,Finance,Restricted,239,2022-02-24,2022-03-27,False,0
/srv/storage/task_list_file.txt,.txt,HR,Restricted,556,2023-06-16,2023-07-12,False,0
/srv/users/updated_case_study.csv,.csv,Finance,Restricted,156,2024-11-27,2025-06-11,False,0
/home/user/Documents/government_notice.xlsx,.xlsx,Marketing,Internal,504,2024-07-18,2025-05-17,False,0
